date,store,product,sales,units_sold,avg_price,is_weekend,is_holiday,month,day_of_week,quarter
2023-04-09,Store_1_Downtown,Home & Garden,552.18,9,60,1,0,4,6,2
2023-04-09,Store_1_Downtown,Sports,567.09,10,55,1,0,4,6,2
2023-04-09,Store_1_Downtown,Beauty,458.43,13,35,1,0,4,6,2
2023-04-09,Store_1_Downtown,Toys,458.46,18,25,1,0,4,6,2
2023-04-09,Store_2_Mall,Electronics,1203.59,8,150,1,0,4,6,2
2023-04-09,Store_2_Mall,Apparel,619.72,13,45,1,0,4,6,2
2023-04-09,Store_2_Mall,Groceries,1536.47,128,12,1,0,4,6,2
2023-04-09,Store_2_Mall,Home & Garden,516.15,8,60,1,0,4,6,2
2023-04-09,Store_2_Mall,Sports,434.45,7,55,1,0,4,6,2
2023-04-09,Store_2_Mall,Beauty,397.61,11,35,1,0,4,6,2
2023-04-09,Store_2_Mall,Toys,300.36,12,25,1,0,4,6,2
2023-04-09,Store_3_Suburb,Electronics,737.93,4,150,1,0,4,6,2
2023-04-09,Store_3_Suburb,Apparel,552.38,12,45,1,0,4,6,2
2023-04-09,Store_3_Suburb,Groceries,1326.57,110,12,1,0,4,6,2
2023-04-09,Store_3_Suburb,Home & Garden,382.54,6,60,1,0,4,6,2
2023-04-09,Store_3_Suburb,Sports,396.59,7,55,1,0,4,6,2
2023-04-09,Store_3_Suburb,Beauty,292.29,8,35,1,0,4,6,2
2023-04-09,Store_3_Suburb,Toys,266.58,10,25,1,0,4,6,2
2023-04-09,Store_4_Airport,Electronics,675.19,4,150,1,0,4,6,2
2023-04-09,Store_4_Airport,Apparel,388.69,8,45,1,0,4,6,2
2023-04-09,Store_4_Airport,Groceries,978.56,81,12,1,0,4,6,2
2023-04-09,Store_4_Airport,Home & Garden,295.89,4,60,1,0,4,6,2
2023-04-09,Store_4_Airport,Sports,267.64,4,55,1,0,4,6,2
2023-04-09,Store_4_Airport,Beauty,229.18,6,35,1,0,4,6,2
2023-04-09,Store_4_Airport,Toys,180.44,7,25,1,0,4,6,2
2023-04-10,Store_1_Downtown,Electronics,943.03,6,150,0,0,4,0,2
2023-04-10,Store_1_Downtown,Apparel,507.08,11,45,0,0,4,0,2
2023-04-10,Store_1_Downtown,Groceries,1369.27,114,12,0,0,4,0,2
2023-04-10,Store_1_Downtown,Home & Garden,466.33,7,60,0,0,4,0,2
2023-04-10,Store_1_Downtown,Sports,409.24,7,55,0,0,4,0,2
2023-04-10,Store_1_Downtown,Beauty,351.31,10,35,0,0,4,0,2
2023-04-10,Store_1_Downtown,Toys,298.15,11,25,0,0,4,0,2
2023-04-10,Store_2_Mall,Electronics,838.36,5,150,0,0,4,0,2
2023-04-10,Store_2_Mall,Apparel,543.73,12,45,0,0,4,0,2
2023-04-10,Store_2_Mall,Groceries,1122.03,93,12,0,0,4,0,2
2023-04-10,Store_2_Mall,Home & Garden,351.87,5,60,0,0,4,0,2
2023-04-10,Store_2_Mall,Sports,313.53,5,55,0,0,4,0,2
2023-04-10,Store_2_Mall,Beauty,285.38,8,35,0,0,4,0,2
2023-04-10,Store_2_Mall,Toys,241.2,9,25,0,0,4,0,2
2023-04-10,Store_3_Suburb,Electronics,590.72,3,150,0,0,4,0,2
2023-04-10,Store_3_Suburb,Apparel,348.16,7,45,0,0,4,0,2
2023-04-10,Store_3_Suburb,Groceries,916.21,76,12,0,0,4,0,2
2023-04-10,Store_3_Suburb,Home & Garden,325.81,5,60,0,0,4,0,2
2023-04-10,Store_3_Suburb,Sports,296.66,5,55,0,0,4,0,2
2023-04-10,Store_3_Suburb,Beauty,226.62,6,35,0,0,4,0,2
2023-04-10,Store_3_Suburb,Toys,191.74,7,25,0,0,4,0,2
2023-04-10,Store_4_Airport,Electronics,435.52,2,150,0,0,4,0,2
2023-04-10,Store_4_Airport,Apparel,299.06,6,45,0,0,4,0,2
2023-04-10,Store_4_Airport,Groceries,658.91,54,12,0,0,4,0,2
2023-04-10,Store_4_Airport,Home & Garden,253.76,4,60,0,0,4,0,2
2023-04-10,Store_4_Airport,Sports,172.5,3,55,0,0,4,0,2
2023-04-10,Store_4_Airport,Beauty,173.53,4,35,0,0,4,0,2
2023-04-10,Store_4_Airport,Toys,154.52,6,25,0,0,4,0,2
2023-04-11,Store_1_Downtown,Electronics,977.65,6,150,0,0,4,1,2
2023-04-11,Store_1_Downtown,Apparel,761.58,16,45,0,0,4,1,2
2023-04-11,Store_1_Downtown,Groceries,1490.37,124,12,0,0,4,1,2
2023-04-11,Store_1_Downtown,Home & Garden,431.81,7,60,0,0,4,1,2
2023-04-11,Store_1_Downtown,Sports,415.99,7,55,0,0,4,1,2
2023-04-11,Store_1_Downtown,Beauty,296.06,8,35,0,0,4,1,2
2023-04-11,Store_1_Downtown,Toys,297.58,11,25,0,0,4,1,2
2023-04-11,Store_2_Mall,Electronics,733.36,4,150,0,0,4,1,2
2023-04-11,Store_2_Mall,Apparel,545.77,12,45,0,0,4,1,2
2023-04-11,Store_2_Mall,Groceries,1134.06,94,12,0,0,4,1,2
2023-04-11,Store_2_Mall,Home & Garden,395.33,6,60,0,0,4,1,2
2023-04-11,Store_2_Mall,Sports,327.76,5,55,0,0,4,1,2
2023-04-11,Store_2_Mall,Beauty,352.17,10,35,0,0,4,1,2
2023-04-11,Store_2_Mall,Toys,241.97,9,25,0,0,4,1,2
2023-04-11,Store_3_Suburb,Electronics,757.28,5,150,0,0,4,1,2
2023-04-11,Store_3_Suburb,Apparel,432.57,9,45,0,0,4,1,2
2023-04-11,Store_3_Suburb,Groceries,1006.28,83,12,0,0,4,1,2
2023-04-11,Store_3_Suburb,Home & Garden,331.8,5,60,0,0,4,1,2
2023-04-11,Store_3_Suburb,Sports,291.03,5,55,0,0,4,1,2
2023-04-11,Store_3_Suburb,Beauty,193.74,5,35,0,0,4,1,2
2023-04-11,Store_3_Suburb,Toys,194.42,7,25,0,0,4,1,2
2023-04-11,Store_4_Airport,Electronics,520.57,3,150,0,0,4,1,2
2023-04-11,Store_4_Airport,Apparel,298.53,6,45,0,0,4,1,2
2023-04-11,Store_4_Airport,Groceries,618.83,51,12,0,0,4,1,2
2023-04-11,Store_4_Airport,Home & Garden,238.74,3,60,0,0,4,1,2
2023-04-11,Store_4_Airport,Sports,245.79,4,55,0,0,4,1,2
2023-04-11,Store_4_Airport,Beauty,202.44,5,35,0,0,4,1,2
2023-04-11,Store_4_Airport,Toys,149.07,5,25,0,0,4,1,2
2023-04-12,Store_1_Downtown,Electronics,1051.34,7,150,0,0,4,2,2
2023-04-12,Store_1_Downtown,Apparel,578.01,12,45,0,0,4,2,2
2023-04-12,Store_1_Downtown,Groceries,1194.64,99,12,0,0,4,2,2
2023-04-12,Store_1_Downtown,Home & Garden,435.63,7,60,0,0,4,2,2
2023-04-12,Store_1_Downtown,Sports,485.64,8,55,0,0,4,2,2
2023-04-12,Store_1_Downtown,Beauty,350.14,10,35,0,0,4,2,2
2023-04-12,Store_1_Downtown,Toys,292.7,11,25,0,0,4,2,2
2023-04-12,Store_2_Mall,Electronics,776.01,5,150,0,0,4,2,2
2023-04-12,Store_2_Mall,Apparel,595.21,13,45,0,0,4,2,2
2023-04-12,Store_2_Mall,Groceries,1395.12,116,12,0,0,4,2,2
2023-04-12,Store_2_Mall,Home & Garden,488.75,8,60,0,0,4,2,2
2023-04-12,Store_2_Mall,Sports,344.43,6,55,0,0,4,2,2
2023-04-12,Store_2_Mall,Beauty,308.87,8,35,0,0,4,2,2
2023-04-12,Store_2_Mall,Toys,212.08,8,25,0,0,4,2,2
2023-04-12,Store_3_Suburb,Electronics,734.52,4,150,0,0,4,2,2
2023-04-12,Store_3_Suburb,Apparel,353.29,7,45,0,0,4,2,2
2023-04-12,Store_3_Suburb,Groceries,980.81,81,12,0,0,4,2,2
2023-04-12,Store_3_Suburb,Home & Garden,284.89,4,60,0,0,4,2,2
2023-04-12,Store_3_Suburb,Sports,263.51,4,55,0,0,4,2,2
2023-04-12,Store_3_Suburb,Beauty,219.91,6,35,0,0,4,2,2
2023-04-12,Store_3_Suburb,Toys,187.84,7,25,0,0,4,2,2
2023-04-12,Store_4_Airport,Electronics,454.12,3,150,0,0,4,2,2
2023-04-12,Store_4_Airport,Apparel,283.55,6,45,0,0,4,2,2
2023-04-12,Store_4_Airport,Groceries,780.0,65,12,0,0,4,2,2
2023-04-12,Store_4_Airport,Home & Garden,213.48,3,60,0,0,4,2,2
2023-04-12,Store_4_Airport,Sports,214.63,3,55,0,0,4,2,2
2023-04-12,Store_4_Airport,Beauty,201.92,5,35,0,0,4,2,2
2023-04-12,Store_4_Airport,Toys,142.3,5,25,0,0,4,2,2
2023-04-13,Store_1_Downtown,Electronics,891.08,5,150,0,0,4,3,2
2023-04-13,Store_1_Downtown,Apparel,586.17,13,45,0,0,4,3,2
2023-04-13,Store_1_Downtown,Groceries,1609.88,134,12,0,0,4,3,2
2023-04-13,Store_1_Downtown,Home & Garden,489.32,8,60,0,0,4,3,2
2023-04-13,Store_1_Downtown,Sports,397.69,7,55,0,0,4,3,2
2023-04-13,Store_1_Downtown,Beauty,377.42,10,35,0,0,4,3,2
2023-04-13,Store_1_Downtown,Toys,266.93,10,25,0,0,4,3,2
2023-04-13,Store_2_Mall,Electronics,854.51,5,150,0,0,4,3,2
2023-04-13,Store_2_Mall,Apparel,520.43,11,45,0,0,4,3,2
2023-04-13,Store_2_Mall,Groceries,1163.06,96,12,0,0,4,3,2
2023-04-13,Store_2_Mall,Home & Garden,366.46,6,60,0,0,4,3,2
2023-04-13,Store_2_Mall,Sports,318.97,5,55,0,0,4,3,2
2023-04-13,Store_2_Mall,Beauty,316.04,9,35,0,0,4,3,2
2023-04-13,Store_2_Mall,Toys,280.72,11,25,0,0,4,3,2
2023-04-13,Store_3_Suburb,Electronics,599.21,3,150,0,0,4,3,2
2023-04-13,Store_3_Suburb,Apparel,418.34,9,45,0,0,4,3,2
2023-04-13,Store_3_Suburb,Groceries,759.65,63,12,0,0,4,3,2
2023-04-13,Store_3_Suburb,Home & Garden,301.29,5,60,0,0,4,3,2
2023-04-13,Store_3_Suburb,Sports,279.13,5,55,0,0,4,3,2
2023-04-13,Store_3_Suburb,Beauty,218.17,6,35,0,0,4,3,2
2023-04-13,Store_3_Suburb,Toys,181.27,7,25,0,0,4,3,2
2023-04-13,Store_4_Airport,Electronics,447.95,2,150,0,0,4,3,2
2023-04-13,Store_4_Airport,Apparel,308.77,6,45,0,0,4,3,2
2023-04-13,Store_4_Airport,Groceries,706.51,58,12,0,0,4,3,2
2023-04-13,Store_4_Airport,Home & Garden,186.28,3,60,0,0,4,3,2
2023-04-13,Store_4_Airport,Sports,165.47,3,55,0,0,4,3,2
2023-04-13,Store_4_Airport,Beauty,169.08,4,35,0,0,4,3,2
2023-04-13,Store_4_Airport,Toys,156.87,6,25,0,0,4,3,2
2023-04-14,Store_1_Downtown,Electronics,696.24,4,150,0,0,4,4,2
2023-04-14,Store_1_Downtown,Apparel,570.02,12,45,0,0,4,4,2
2023-04-14,Store_1_Downtown,Groceries,1364.22,113,12,0,0,4,4,2
2023-04-14,Store_1_Downtown,Home & Garden,546.64,9,60,0,0,4,4,2
2023-04-14,Store_1_Downtown,Sports,403.83,7,55,0,0,4,4,2
2023-04-14,Store_1_Downtown,Beauty,373.79,10,35,0,0,4,4,2
2023-04-14,Store_1_Downtown,Toys,304.24,12,25,0,0,4,4,2
2023-04-14,Store_2_Mall,Electronics,629.55,4,150,0,0,4,4,2
2023-04-14,Store_2_Mall,Apparel,538.41,11,45,0,0,4,4,2
2023-04-14,Store_2_Mall,Groceries,1225.85,102,12,0,0,4,4,2
2023-04-14,Store_2_Mall,Home & Garden,420.33,7,60,0,0,4,4,2
2023-04-14,Store_2_Mall,Sports,487.42,8,55,0,0,4,4,2
2023-04-14,Store_2_Mall,Beauty,237.48,6,35,0,0,4,4,2
2023-04-14,Store_2_Mall,Toys,293.12,11,25,0,0,4,4,2
2023-04-14,Store_3_Suburb,Electronics,621.6,4,150,0,0,4,4,2
2023-04-14,Store_3_Suburb,Apparel,411.49,9,45,0,0,4,4,2
2023-04-14,Store_3_Suburb,Groceries,955.63,79,12,0,0,4,4,2
2023-04-14,Store_3_Suburb,Home & Garden,306.42,5,60,0,0,4,4,2
2023-04-14,Store_3_Suburb,Sports,264.04,4,55,0,0,4,4,2
2023-04-14,Store_3_Suburb,Beauty,247.91,7,35,0,0,4,4,2
2023-04-14,Store_3_Suburb,Toys,169.66,6,25,0,0,4,4,2
2023-04-14,Store_4_Airport,Electronics,516.03,3,150,0,0,4,4,2
2023-04-14,Store_4_Airport,Apparel,287.51,6,45,0,0,4,4,2
2023-04-14,Store_4_Airport,Groceries,638.64,53,12,0,0,4,4,2
2023-04-14,Store_4_Airport,Home & Garden,229.2,3,60,0,0,4,4,2
2023-04-14,Store_4_Airport,Sports,236.4,4,55,0,0,4,4,2
2023-04-14,Store_4_Airport,Beauty,170.36,4,35,0,0,4,4,2
2023-04-14,Store_4_Airport,Toys,155.38,6,25,0,0,4,4,2
2023-04-15,Store_1_Downtown,Electronics,1156.78,7,150,1,0,4,5,2
2023-04-15,Store_1_Downtown,Apparel,839.12,18,45,1,0,4,5,2
2023-04-15,Store_1_Downtown,Groceries,2000.33,166,12,1,0,4,5,2
2023-04-15,Store_1_Downtown,Home & Garden,739.35,12,60,1,0,4,5,2
2023-04-15,Store_1_Downtown,Sports,536.41,9,55,1,0,4,5,2
2023-04-15,Store_1_Downtown,Beauty,499.29,14,35,1,0,4,5,2
2023-04-15,Store_1_Downtown,Toys,393.82,15,25,1,0,4,5,2
2023-04-15,Store_2_Mall,Electronics,1174.77,7,150,1,0,4,5,2
2023-04-15,Store_2_Mall,Apparel,603.28,13,45,1,0,4,5,2
2023-04-15,Store_2_Mall,Groceries,1676.22,139,12,1,0,4,5,2
2023-04-15,Store_2_Mall,Home & Garden,509.88,8,60,1,0,4,5,2
2023-04-15,Store_2_Mall,Sports,452.08,8,55,1,0,4,5,2
2023-04-15,Store_2_Mall,Beauty,393.58,11,35,1,0,4,5,2
2023-04-15,Store_2_Mall,Toys,333.2,13,25,1,0,4,5,2
2023-04-15,Store_3_Suburb,Electronics,822.33,5,150,1,0,4,5,2
2023-04-15,Store_3_Suburb,Apparel,531.17,11,45,1,0,4,5,2
2023-04-15,Store_3_Suburb,Groceries,1444.95,120,12,1,0,4,5,2
2023-04-15,Store_3_Suburb,Home & Garden,456.99,7,60,1,0,4,5,2
2023-04-15,Store_3_Suburb,Sports,395.64,7,55,1,0,4,5,2
2023-04-15,Store_3_Suburb,Beauty,297.79,8,35,1,0,4,5,2
2023-04-15,Store_3_Suburb,Toys,236.88,9,25,1,0,4,5,2
2023-04-15,Store_4_Airport,Electronics,683.61,4,150,1,0,4,5,2
2023-04-15,Store_4_Airport,Apparel,424.17,9,45,1,0,4,5,2
2023-04-15,Store_4_Airport,Groceries,1073.84,89,12,1,0,4,5,2
2023-04-15,Store_4_Airport,Home & Garden,293.16,4,60,1,0,4,5,2
2023-04-15,Store_4_Airport,Sports,266.73,4,55,1,0,4,5,2
2023-04-15,Store_4_Airport,Beauty,195.64,5,35,1,0,4,5,2
2023-04-15,Store_4_Airport,Toys,187.35,7,25,1,0,4,5,2
2023-04-16,Store_1_Downtown,Electronics,1372.37,9,150,1,0,4,6,2
2023-04-16,Store_1_Downtown,Apparel,743.61,16,45,1,0,4,6,2
2023-04-16,Store_1_Downtown,Groceries,1991.9,165,12,1,0,4,6,2
2023-04-16,Store_1_Downtown,Home & Garden,612.11,10,60,1,0,4,6,2
2023-04-16,Store_1_Downtown,Sports,563.69,10,55,1,0,4,6,2
2023-04-16,Store_1_Downtown,Beauty,414.29,11,35,1,0,4,6,2
2023-04-16,Store_1_Downtown,Toys,393.32,15,25,1,0,4,6,2
2023-04-16,Store_2_Mall,Electronics,728.92,4,150,1,0,4,6,2
2023-04-16,Store_2_Mall,Apparel,637.85,14,45,1,0,4,6,2
2023-04-16,Store_2_Mall,Groceries,1305.65,108,12,1,0,4,6,2
2023-04-16,Store_2_Mall,Home & Garden,582.71,9,60,1,0,4,6,2
2023-04-16,Store_2_Mall,Sports,490.37,8,55,1,0,4,6,2
2023-04-16,Store_2_Mall,Beauty,408.2,11,35,1,0,4,6,2
2023-04-16,Store_2_Mall,Toys,374.43,14,25,1,0,4,6,2
2023-04-16,Store_3_Suburb,Electronics,753.05,5,150,1,0,4,6,2
2023-04-16,Store_3_Suburb,Apparel,610.86,13,45,1,0,4,6,2
2023-04-16,Store_3_Suburb,Groceries,1364.34,113,12,1,0,4,6,2
2023-04-16,Store_3_Suburb,Home & Garden,406.16,6,60,1,0,4,6,2
2023-04-16,Store_3_Suburb,Sports,405.34,7,55,1,0,4,6,2
2023-04-16,Store_3_Suburb,Beauty,277.48,7,35,1,0,4,6,2
2023-04-16,Store_3_Suburb,Toys,238.56,9,25,1,0,4,6,2
2023-04-16,Store_4_Airport,Electronics,586.02,3,150,1,0,4,6,2
2023-04-16,Store_4_Airport,Apparel,369.37,8,45,1,0,4,6,2
2023-04-16,Store_4_Airport,Groceries,837.11,69,12,1,0,4,6,2
2023-04-16,Store_4_Airport,Home & Garden,350.16,5,60,1,0,4,6,2
2023-04-16,Store_4_Airport,Sports,265.93,4,55,1,0,4,6,2
2023-04-16,Store_4_Airport,Beauty,242.25,6,35,1,0,4,6,2
2023-04-16,Store_4_Airport,Toys,183.88,7,25,1,0,4,6,2
2023-04-17,Store_1_Downtown,Electronics,785.22,5,150,0,0,4,0,2
2023-04-17,Store_1_Downtown,Apparel,616.2,13,45,0,0,4,0,2
2023-04-17,Store_1_Downtown,Groceries,1164.64,97,12,0,0,4,0,2
2023-04-17,Store_1_Downtown,Home & Garden,476.71,7,60,0,0,4,0,2
2023-04-17,Store_1_Downtown,Sports,362.53,6,55,0,0,4,0,2
2023-04-17,Store_1_Downtown,Beauty,431.54,12,35,0,0,4,0,2
2023-04-17,Store_1_Downtown,Toys,327.34,13,25,0,0,4,0,2
2023-04-17,Store_2_Mall,Electronics,808.46,5,150,0,0,4,0,2
2023-04-17,Store_2_Mall,Apparel,563.19,12,45,0,0,4,0,2
2023-04-17,Store_2_Mall,Groceries,1098.44,91,12,0,0,4,0,2
2023-04-17,Store_2_Mall,Home & Garden,421.74,7,60,0,0,4,0,2
2023-04-17,Store_2_Mall,Sports,356.99,6,55,0,0,4,0,2
2023-04-17,Store_2_Mall,Beauty,307.92,8,35,0,0,4,0,2
2023-04-17,Store_2_Mall,Toys,281.81,11,25,0,0,4,0,2
2023-04-17,Store_3_Suburb,Electronics,686.88,4,150,0,0,4,0,2
2023-04-17,Store_3_Suburb,Apparel,411.55,9,45,0,0,4,0,2
2023-04-17,Store_3_Suburb,Groceries,801.13,66,12,0,0,4,0,2
2023-04-17,Store_3_Suburb,Home & Garden,289.28,4,60,0,0,4,0,2
2023-04-17,Store_3_Suburb,Sports,276.56,5,55,0,0,4,0,2
2023-04-17,Store_3_Suburb,Beauty,242.24,6,35,0,0,4,0,2
2023-04-17,Store_3_Suburb,Toys,177.4,7,25,0,0,4,0,2
2023-04-17,Store_4_Airport,Electronics,595.76,3,150,0,0,4,0,2
2023-04-17,Store_4_Airport,Apparel,345.49,7,45,0,0,4,0,2
2023-04-17,Store_4_Airport,Groceries,763.35,63,12,0,0,4,0,2
2023-04-17,Store_4_Airport,Home & Garden,241.73,4,60,0,0,4,0,2
2023-04-17,Store_4_Airport,Sports,205.54,3,55,0,0,4,0,2
2023-04-17,Store_4_Airport,Beauty,162.87,4,35,0,0,4,0,2
2023-04-17,Store_4_Airport,Toys,151.16,6,25,0,0,4,0,2
2023-04-18,Store_1_Downtown,Electronics,984.74,6,150,0,0,4,1,2
2023-04-18,Store_1_Downtown,Apparel,525.49,11,45,0,0,4,1,2
2023-04-18,Store_1_Downtown,Groceries,1488.12,124,12,0,0,4,1,2
2023-04-18,Store_1_Downtown,Home & Garden,472.55,7,60,0,0,4,1,2
2023-04-18,Store_1_Downtown,Sports,339.87,6,55,0,0,4,1,2
2023-04-18,Store_1_Downtown,Beauty,329.03,9,35,0,0,4,1,2
2023-04-18,Store_1_Downtown,Toys,287.59,11,25,0,0,4,1,2
2023-04-18,Store_2_Mall,Electronics,951.02,6,150,0,0,4,1,2
2023-04-18,Store_2_Mall,Apparel,527.83,11,45,0,0,4,1,2
2023-04-18,Store_2_Mall,Groceries,1039.74,86,12,0,0,4,1,2
2023-04-18,Store_2_Mall,Home & Garden,419.44,6,60,0,0,4,1,2
2023-04-18,Store_2_Mall,Sports,295.84,5,55,0,0,4,1,2
2023-04-18,Store_2_Mall,Beauty,332.48,9,35,0,0,4,1,2
2023-04-18,Store_2_Mall,Toys,238.22,9,25,0,0,4,1,2
2023-04-18,Store_3_Suburb,Electronics,634.01,4,150,0,0,4,1,2
2023-04-18,Store_3_Suburb,Apparel,453.03,10,45,0,0,4,1,2
2023-04-18,Store_3_Suburb,Groceries,836.43,69,12,0,0,4,1,2
2023-04-18,Store_3_Suburb,Home & Garden,275.29,4,60,0,0,4,1,2
2023-04-18,Store_3_Suburb,Sports,263.66,4,55,0,0,4,1,2
2023-04-18,Store_3_Suburb,Beauty,264.92,7,35,0,0,4,1,2
2023-04-18,Store_3_Suburb,Toys,169.61,6,25,0,0,4,1,2
2023-04-18,Store_4_Airport,Electronics,344.06,2,150,0,0,4,1,2
2023-04-18,Store_4_Airport,Apparel,286.47,6,45,0,0,4,1,2
2023-04-18,Store_4_Airport,Groceries,759.73,63,12,0,0,4,1,2
2023-04-18,Store_4_Airport,Home & Garden,268.81,4,60,0,0,4,1,2
2023-04-18,Store_4_Airport,Sports,200.27,3,55,0,0,4,1,2
2023-04-18,Store_4_Airport,Beauty,172.59,4,35,0,0,4,1,2
2023-04-18,Store_4_Airport,Toys,167.31,6,25,0,0,4,1,2
2023-04-19,Store_1_Downtown,Electronics,780.5,5,150,0,0,4,2,2
2023-04-19,Store_1_Downtown,Apparel,576.69,12,45,0,0,4,2,2
2023-04-19,Store_1_Downtown,Groceries,1467.42,122,12,0,0,4,2,2
2023-04-19,Store_1_Downtown,Home & Garden,501.56,8,60,0,0,4,2,2
2023-04-19,Store_1_Downtown,Sports,398.59,7,55,0,0,4,2,2
2023-04-19,Store_1_Downtown,Beauty,361.24,10,35,0,0,4,2,2
2023-04-19,Store_1_Downtown,Toys,225.35,9,25,0,0,4,2,2
2023-04-19,Store_2_Mall,Electronics,747.34,4,150,0,0,4,2,2
2023-04-19,Store_2_Mall,Apparel,522.68,11,45,0,0,4,2,2
2023-04-19,Store_2_Mall,Groceries,1082.12,90,12,0,0,4,2,2
2023-04-19,Store_2_Mall,Home & Garden,402.36,6,60,0,0,4,2,2
2023-04-19,Store_2_Mall,Sports,365.64,6,55,0,0,4,2,2
2023-04-19,Store_2_Mall,Beauty,289.72,8,35,0,0,4,2,2
2023-04-19,Store_2_Mall,Toys,254.26,10,25,0,0,4,2,2
2023-04-19,Store_3_Suburb,Electronics,578.39,3,150,0,0,4,2,2
2023-04-19,Store_3_Suburb,Apparel,391.74,8,45,0,0,4,2,2
2023-04-19,Store_3_Suburb,Groceries,1018.58,84,12,0,0,4,2,2
2023-04-19,Store_3_Suburb,Home & Garden,325.02,5,60,0,0,4,2,2
2023-04-19,Store_3_Suburb,Sports,263.58,4,55,0,0,4,2,2
2023-04-19,Store_3_Suburb,Beauty,245.38,7,35,0,0,4,2,2
2023-04-19,Store_3_Suburb,Toys,214.29,8,25,0,0,4,2,2
2023-04-19,Store_4_Airport,Electronics,381.6,2,150,0,0,4,2,2
2023-04-19,Store_4_Airport,Apparel,334.77,7,45,0,0,4,2,2
2023-04-19,Store_4_Airport,Groceries,695.79,57,12,0,0,4,2,2
2023-04-19,Store_4_Airport,Home & Garden,250.21,4,60,0,0,4,2,2
2023-04-19,Store_4_Airport,Sports,235.14,4,55,0,0,4,2,2
2023-04-19,Store_4_Airport,Beauty,155.31,4,35,0,0,4,2,2
2023-04-19,Store_4_Airport,Toys,139.36,5,25,0,0,4,2,2
2023-04-20,Store_1_Downtown,Electronics,932.3,6,150,0,0,4,3,2
2023-04-20,Store_1_Downtown,Apparel,552.97,12,45,0,0,4,3,2
2023-04-20,Store_1_Downtown,Groceries,1689.83,140,12,0,0,4,3,2
2023-04-20,Store_1_Downtown,Home & Garden,438.87,7,60,0,0,4,3,2
2023-04-20,Store_1_Downtown,Sports,396.67,7,55,0,0,4,3,2
2023-04-20,Store_1_Downtown,Beauty,367.36,10,35,0,0,4,3,2
2023-04-20,Store_1_Downtown,Toys,263.94,10,25,0,0,4,3,2
2023-04-20,Store_2_Mall,Electronics,768.35,5,150,0,0,4,3,2
2023-04-20,Store_2_Mall,Apparel,515.87,11,45,0,0,4,3,2
2023-04-20,Store_2_Mall,Groceries,1160.06,96,12,0,0,4,3,2
2023-04-20,Store_2_Mall,Home & Garden,396.26,6,60,0,0,4,3,2
2023-04-20,Store_2_Mall,Sports,331.47,6,55,0,0,4,3,2
2023-04-20,Store_2_Mall,Beauty,254.57,7,35,0,0,4,3,2
2023-04-20,Store_2_Mall,Toys,258.04,10,25,0,0,4,3,2
2023-04-20,Store_3_Suburb,Electronics,752.32,5,150,0,0,4,3,2
2023-04-20,Store_3_Suburb,Apparel,400.74,8,45,0,0,4,3,2
2023-04-20,Store_3_Suburb,Groceries,981.63,81,12,0,0,4,3,2
2023-04-20,Store_3_Suburb,Home & Garden,342.17,5,60,0,0,4,3,2
2023-04-20,Store_3_Suburb,Sports,244.46,4,55,0,0,4,3,2
2023-04-20,Store_3_Suburb,Beauty,280.86,8,35,0,0,4,3,2
2023-04-20,Store_3_Suburb,Toys,204.05,8,25,0,0,4,3,2
2023-04-20,Store_4_Airport,Electronics,558.33,3,150,0,0,4,3,2
2023-04-20,Store_4_Airport,Apparel,278.01,6,45,0,0,4,3,2
2023-04-20,Store_4_Airport,Groceries,850.9,70,12,0,0,4,3,2
2023-04-20,Store_4_Airport,Home & Garden,258.6,4,60,0,0,4,3,2
2023-04-20,Store_4_Airport,Sports,221.61,4,55,0,0,4,3,2
2023-04-20,Store_4_Airport,Beauty,184.21,5,35,0,0,4,3,2
2023-04-20,Store_4_Airport,Toys,146.27,5,25,0,0,4,3,2
2023-04-21,Store_1_Downtown,Electronics,1075.25,7,150,0,0,4,4,2
2023-04-21,Store_1_Downtown,Apparel,608.42,13,45,0,0,4,4,2
2023-04-21,Store_1_Downtown,Groceries,1156.74,96,12,0,0,4,4,2
2023-04-21,Store_1_Downtown,Home & Garden,426.38,7,60,0,0,4,4,2
2023-04-21,Store_1_Downtown,Sports,412.19,7,55,0,0,4,4,2
2023-04-21,Store_1_Downtown,Beauty,371.16,10,35,0,0,4,4,2
2023-04-21,Store_1_Downtown,Toys,298.3,11,25,0,0,4,4,2
2023-04-21,Store_2_Mall,Electronics,897.52,5,150,0,0,4,4,2
2023-04-21,Store_2_Mall,Apparel,402.44,8,45,0,0,4,4,2
2023-04-21,Store_2_Mall,Groceries,1217.23,101,12,0,0,4,4,2
2023-04-21,Store_2_Mall,Home & Garden,327.28,5,60,0,0,4,4,2
2023-04-21,Store_2_Mall,Sports,376.59,6,55,0,0,4,4,2
2023-04-21,Store_2_Mall,Beauty,297.17,8,35,0,0,4,4,2
2023-04-21,Store_2_Mall,Toys,260.49,10,25,0,0,4,4,2
2023-04-21,Store_3_Suburb,Electronics,584.71,3,150,0,0,4,4,2
2023-04-21,Store_3_Suburb,Apparel,451.18,10,45,0,0,4,4,2
2023-04-21,Store_3_Suburb,Groceries,1060.01,88,12,0,0,4,4,2
2023-04-21,Store_3_Suburb,Home & Garden,338.67,5,60,0,0,4,4,2
2023-04-21,Store_3_Suburb,Sports,276.37,5,55,0,0,4,4,2
